name,description,url,downloads,owners,owners_urls
python-gantt-csv,python-gantt-csv manage gantt.Task arguments with csv format.,https://pypi.org/project/python-gantt-csv/,3899,shota,https://pypi.org/user/shota/
prob-phoc,Functions to compute probabilistic relevance scores from PHOC embeddings,https://pypi.org/project/prob-phoc/,8942,joapuipe,https://pypi.org/user/joapuipe/
MPInterfaces,High throughput analysis of interfaces using VASP and Materials Project tools,https://pypi.org/project/MPInterfaces/,22058,"jtpaul,kmathew,rhennig","https://pypi.org/user/jtpaul/,https://pypi.org/user/kmathew/,https://pypi.org/user/rhennig/"
sphinx-sagecell-ext,The Sphinx extension embedding a Sage cell into a webpage,https://pypi.org/project/sphinx-sagecell-ext/,8514,"korniichuk,Wojciech","https://pypi.org/user/korniichuk/,https://pypi.org/user/Wojciech/"
scorr,Fast and flexible two- and three-point correlation analysis for time series using spectral methods.,https://pypi.org/project/scorr/,6536,felixpatzelt,https://pypi.org/user/felixpatzelt/
pymosaic-fits,pymosaic-fits,https://pypi.org/project/pymosaic-fits/,5593,volodymyrss,https://pypi.org/user/volodymyrss/
tekton-pipeline,Tekton Pipeline Python SDK,https://pypi.org/project/tekton-pipeline/,9706,jinchihe,https://pypi.org/user/jinchihe/
rowordnet,Python API for the Romanian WordNet,https://pypi.org/project/rowordnet/,8060,dumitrescustefan,https://pypi.org/user/dumitrescustefan/
csiquant,cython dimensional analysis and unit tracking utility,https://pypi.org/project/csiquant/,2442,gechelberger,https://pypi.org/user/gechelberger/
pyvoussoir,Automatic de-keystoning/page-splitting tool for single camera book scanners,https://pypi.org/project/pyvoussoir/,6067,hnesk,https://pypi.org/user/hnesk/
stacks_summary,Stacks reports generator,https://pypi.org/project/stacks_summary/,7746,mariabernard,https://pypi.org/user/mariabernard/
collageradiomics,CoLliage Implementation,https://pypi.org/project/collageradiomics/,140370,nathanhillyer,https://pypi.org/user/nathanhillyer/
synphot,Synthetic photometry,https://pypi.org/project/synphot/,55735,"pllim,stsci_maintainer,stsci_ssb","https://pypi.org/user/pllim/,https://pypi.org/user/stsci_maintainer/,https://pypi.org/user/stsci_ssb/"
famafrench,Python package designed to construct and replicate datasets from Ken French's online library (https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/data_library.html) via remote access to wrds-cloud.,https://pypi.org/project/famafrench/,5555,christian.jauregui,https://pypi.org/user/christian.jauregui/
torch-stft,An STFT/iSTFT for PyTorch,https://pypi.org/project/torch-stft/,214394,pseeth,https://pypi.org/user/pseeth/
upydevice,Python library to interface with wireless/serial MicroPython devices,https://pypi.org/project/upydevice/,41096,Carglglz,https://pypi.org/user/Carglglz/
testsuite,Example BuildingSync files and tools for writing and validating BuildingSync use cases as schematron files.,https://pypi.org/project/testsuite/,4387,"macintoshpie,nlong","https://pypi.org/user/macintoshpie/,https://pypi.org/user/nlong/"
labelit,label text and image based on active learning.,https://pypi.org/project/labelit/,934,shibing624,https://pypi.org/user/shibing624/
omero-parade,A Python plugin for OMERO.web,https://pypi.org/project/omero-parade/,17194,"jburel,joshmoore,ome,sbesson","https://pypi.org/user/jburel/,https://pypi.org/user/joshmoore/,https://pypi.org/user/ome/,https://pypi.org/user/sbesson/"
pysampling,Multi-Objective Optimization in Python,https://pypi.org/project/pysampling/,7407,julesy,https://pypi.org/user/julesy/
amuse-mercury,The Astrophysical Multipurpose Software Environment - Mercury,https://pypi.org/project/amuse-mercury/,23647,"ipelupessy,rieder","https://pypi.org/user/ipelupessy/,https://pypi.org/user/rieder/"
cloudmesh-abstract,A command called abstract and foo for the cloudmesh shell,https://pypi.org/project/cloudmesh-abstract/,17375,laszewski,https://pypi.org/user/laszewski/
nervananeon,Intel's deep learning framework,https://pypi.org/project/nervananeon/,28884,nervanasys,https://pypi.org/user/nervanasys/
scikit-maad,"scikit-maad, soundscape analysis in Python",https://pypi.org/project/scikit-maad/,5359,scikit-maad,https://pypi.org/user/scikit-maad/
pypago,Python Physical Analysis of Gridded Ocean,https://pypi.org/project/pypago/,10012,barrier.n,https://pypi.org/user/barrier.n/
SRPAstro.REM,Tools for the REM telescope under SRP,https://pypi.org/project/SRPAstro.REM/,54571,stefano.covino,https://pypi.org/user/stefano.covino/
comparedecimal,Compare decimal representations of floating-point numbers.,https://pypi.org/project/comparedecimal/,3325,pont,https://pypi.org/user/pont/
predpy,Series of Data Science Graphs written by Philip Geurin and Matt Drury,https://pypi.org/project/predpy/,8149,pgeurin,https://pypi.org/user/pgeurin/
genieclust,The Genie++ Hierarchical Clustering Algorithm (with Extras),https://pypi.org/project/genieclust/,48766,gagolews,https://pypi.org/user/gagolews/
camocomp,CAmera MOtion COMPensation using image stiching techniques to generate stabilized videos,https://pypi.org/project/camocomp/,8942,daien,https://pypi.org/user/daien/
joulescope,Joulescope™ host driver and utilities,https://pypi.org/project/joulescope/,96206,mliberty,https://pypi.org/user/mliberty/
fastfix,FastFix Positioning,https://pypi.org/project/fastfix/,837,tmolteno,https://pypi.org/user/tmolteno/
tess-bite,Take a bite out of TESS Full Frame Images using HTTP range requests.,https://pypi.org/project/tess-bite/,1159,barentsen,https://pypi.org/user/barentsen/
numdifftools,Solves automatic numerical differentiation problems in one or more variables.,https://pypi.org/project/numdifftools/,1292033,pab,https://pypi.org/user/pab/
rbm,Rodent Brain Masking Tool with Keras 2D Unet,https://pypi.org/project/rbm/,3255,dvm-shlee,https://pypi.org/user/dvm-shlee/
bravais,A simple package for representing Bravais lattices. Primarily useful to check the passed parameters represent a valid Bravais lattice.,https://pypi.org/project/bravais/,19152,aplowman,https://pypi.org/user/aplowman/
fstitch-annotate,Provides additional annotation tools using FStitch segment data.,https://pypi.org/project/fstitch-annotate/,9537,mgruca,https://pypi.org/user/mgruca/
diffcalculus,A Python 3.x package that implements Differentiation and a whole other functionalities.,https://pypi.org/project/diffcalculus/,4895,James_Bond_007,https://pypi.org/user/James_Bond_007/
magic-impute,MAGIC,https://pypi.org/project/magic-impute/,62958,scottgigante,https://pypi.org/user/scottgigante/
simplefeatureselection,Simple Tab Feature Selection,https://pypi.org/project/simplefeatureselection/,1284,fukasawat,https://pypi.org/user/fukasawat/
fnss,"Fast creation and configuration of topologies, traffic matrices and event schedules for network experiments",https://pypi.org/project/fnss/,109524,"fnss,lorenzo.saino","https://pypi.org/user/fnss/,https://pypi.org/user/lorenzo.saino/"
numbagg,Fast N-dimensional aggregation functions with Numba,https://pypi.org/project/numbagg/,130806,"maximilianroos,Stephan.Hoyer","https://pypi.org/user/maximilianroos/,https://pypi.org/user/Stephan.Hoyer/"
qurro,Visualizes differentially ranked features and log-ratios of their sample abundances,https://pypi.org/project/qurro/,19685,mfedarko,https://pypi.org/user/mfedarko/
mrrt.utils,mrrt.utils: common utilities supporting other mritools packages,https://pypi.org/project/mrrt.utils/,4343,grlee77,https://pypi.org/user/grlee77/
orchid-python-api,"Defines and implements the Python API for Orchid*. (*Orchid is a mark of Reveal Energy Services, Inc.)",https://pypi.org/project/orchid-python-api/,9764,mrwizard82d1,https://pypi.org/user/mrwizard82d1/
pyltp,pyltp: the python extension for LTP,https://pypi.org/project/pyltp/,144695,"endyul,liu946,Yijia.Liu,ylfeng","https://pypi.org/user/endyul/,https://pypi.org/user/liu946/,https://pypi.org/user/Yijia.Liu/,https://pypi.org/user/ylfeng/"
boris-behav-obs,BORIS,https://pypi.org/project/boris-behav-obs/,23888,olivierfriard,https://pypi.org/user/olivierfriard/
cfdtools,Tools for mesh and solution management in CFD,https://pypi.org/project/cfdtools/,1420,jgressier,https://pypi.org/user/jgressier/
dmppl,Dave McEwan's Personal Python Library,https://pypi.org/project/dmppl/,2164,DaveMcEwan,https://pypi.org/user/DaveMcEwan/
ripser,A Lean Persistent Homology Library for Python,https://pypi.org/project/ripser/,193243,"ctralie,sauln","https://pypi.org/user/ctralie/,https://pypi.org/user/sauln/"
nnabla-ext-cuda102-nccl2-mpi2-1-1,A CUDA(10.2) and cuDNN(8.2.2) extension of NNabla,https://pypi.org/project/nnabla-ext-cuda102-nccl2-mpi2-1-1/,18696,"TomonobuTsujikawa,YasunariHashimoto","https://pypi.org/user/TomonobuTsujikawa/,https://pypi.org/user/YasunariHashimoto/"
chembl_webservices,Python package providing chembl web services API.,https://pypi.org/project/chembl_webservices/,125834,"efelix,mnowotka","https://pypi.org/user/efelix/,https://pypi.org/user/mnowotka/"
lightroom-export-organizer,TODO,https://pypi.org/project/lightroom-export-organizer/,46012,aagnone,https://pypi.org/user/aagnone/
M-LOOP,"M-LOOP: Machine-learning online optimization package. A python package of automated optimization tools - enhanced with machine-learning - for quantum scientific experiments, computer controlled systems or other optimization tasks.",https://pypi.org/project/M-LOOP/,38526,"charmasaur,michaelhush,zakven","https://pypi.org/user/charmasaur/,https://pypi.org/user/michaelhush/,https://pypi.org/user/zakven/"
tredparse,Short Tandem Repeat (STR) genotyper,https://pypi.org/project/tredparse/,9040,tanghaibao,https://pypi.org/user/tanghaibao/
auraloss,Audio-focused loss functions in PyTorch,https://pypi.org/project/auraloss/,5887,csteinmetz1,https://pypi.org/user/csteinmetz1/
PilotMapReduce,SAGA Pilot-Abstractions based MapReduce Implementation,https://pypi.org/project/PilotMapReduce/,7540,pmantha,https://pypi.org/user/pmantha/
sfsimodels,A set of standard models for assessing structural and geotechnical problems,https://pypi.org/project/sfsimodels/,95687,seismicode_python,https://pypi.org/user/seismicode_python/
owllib,A OWL API built using RDFLib to simplify working with OWL constructs,https://pypi.org/project/owllib/,6550,joshhanna,https://pypi.org/user/joshhanna/
Dykstra,An implementation of Dykstra's projection algorithm with robust stopping criteria.,https://pypi.org/project/Dykstra/,2184,mjhough,https://pypi.org/user/mjhough/
WeatherUnits,Easy conversion for common weather units,https://pypi.org/project/WeatherUnits/,4564,noblecloud,https://pypi.org/user/noblecloud/
pygdmUI,"A python full-field electrodynamical solver, based on the Green dyadic method (volume integral technique in frequency domain).",https://pypi.org/project/pygdmUI/,6230,wiechapeter,https://pypi.org/user/wiechapeter/
pyds,"Read, write and manipulate NASA's PDS (Planetary Data System) labels.",https://pypi.org/project/pyds/,14966,jashandeepsohi,https://pypi.org/user/jashandeepsohi/
medali,"medali is responsible for parsing, tagging and interpreting product metadata",https://pypi.org/project/medali/,2734,cnavacch,https://pypi.org/user/cnavacch/
museotoolbox,"Raster and vector tools for Remote Sensing and Classification, built upon gdal library",https://pypi.org/project/museotoolbox/,21074,karasiak,https://pypi.org/user/karasiak/
influxgraph-graphite-api,"Graphite-web, without the interface. Just the rendering HTTP API.",https://pypi.org/project/influxgraph-graphite-api/,5762,pkittenis,https://pypi.org/user/pkittenis/
Spinney,Spinney: a Python package for assisting with first-principles simulations of point defects in solids.,https://pypi.org/project/Spinney/,22562,Marrigoni,https://pypi.org/user/Marrigoni/
poi-clustering,Point-of-Interest clustering from GPS trajectories,https://pypi.org/project/poi-clustering/,9061,keltpower0,https://pypi.org/user/keltpower0/
thunor,Dose response curve and drug induced proliferation (DIP) rate fits and visualisation,https://pypi.org/project/thunor/,18256,alubbock,https://pypi.org/user/alubbock/
numm,numpy-based multimedia library,https://pypi.org/project/numm/,10573,daf,https://pypi.org/user/daf/
Dedomena,A unified Data API for deep learning and data science,https://pypi.org/project/Dedomena/,7001,mikkokotila,https://pypi.org/user/mikkokotila/
kingfisher,No project description provided,https://pypi.org/project/kingfisher/,579,mitchac,https://pypi.org/user/mitchac/
cgal-bindings,Uses SWIG to generate bindings so you can use certain CGAL classes in Python.,https://pypi.org/project/cgal-bindings/,66889,sciencectn,https://pypi.org/user/sciencectn/
playlistdb,playlistdb: Keep track of on disk playlists.,https://pypi.org/project/playlistdb/,5515,jfjlaros,https://pypi.org/user/jfjlaros/
ufss,Package for simulating nonlinear optical spectra,https://pypi.org/project/ufss/,1398,prose3190,https://pypi.org/user/prose3190/
gr,Python visualization framework,https://pypi.org/project/gr/,299544,"jheinen,sciapp","https://pypi.org/user/jheinen/,https://pypi.org/user/sciapp/"
niworkflows,NeuroImaging Workflows provides processing tools for magnetic resonance images of the brain.,https://pypi.org/project/niworkflows/,331451,"cjmarkie,filo,mgxd,oesteban","https://pypi.org/user/cjmarkie/,https://pypi.org/user/filo/,https://pypi.org/user/mgxd/,https://pypi.org/user/oesteban/"
clearml,"ClearML - Auto-Magical Experiment Manager, Version Control, and MLOps for AI",https://pypi.org/project/clearml/,248025,allegroai,https://pypi.org/user/allegroai/
naive-stopwords,Stopwords for Chinese.,https://pypi.org/project/naive-stopwords/,3301,zhouyang.luo,https://pypi.org/user/zhouyang.luo/
cry,Cry: SageMath/Python Toolkit for Cryptanalytic Research,https://pypi.org/project/cry/,5178,hellman,https://pypi.org/user/hellman/
pytorch-transformers,"Repository of pre-trained NLP Transformer models: BERT & RoBERTa, GPT & GPT-2, Transformer-XL, XLNet and XLM",https://pypi.org/project/pytorch-transformers/,1760509,Thomwolf,https://pypi.org/user/Thomwolf/
katbeam,Karoo Array Telescope primary beam model library,https://pypi.org/project/katbeam/,2148,schwardt,https://pypi.org/user/schwardt/
pyani,pyani provides a package and script for calculation of genome-scale average nucleotide identity.,https://pypi.org/project/pyani/,84053,widdowquinn,https://pypi.org/user/widdowquinn/
aglioolio,Contains some data,https://pypi.org/project/aglioolio/,656,greentfrapp,https://pypi.org/user/greentfrapp/
tom-gemini-community,Gemini Observatory Community TOM Broker Modules,https://pypi.org/project/tom-gemini-community/,5313,bryanmiller,https://pypi.org/user/bryanmiller/
solo-sc,Neural network classifiers for doublets,https://pypi.org/project/solo-sc/,5437,njbernstein,https://pypi.org/user/njbernstein/
bnn,Binarize deep convolutional neural networks using python and pytorch,https://pypi.org/project/bnn/,1670,1adrianb,https://pypi.org/user/1adrianb/
quantiphy,physical quantities (numbers with units),https://pypi.org/project/quantiphy/,138327,kenkundert,https://pypi.org/user/kenkundert/
thermosteam,BioSTEAM's Premier Thermodynamic Engine,https://pypi.org/project/thermosteam/,227340,yoelcortes,https://pypi.org/user/yoelcortes/
sadedegel,Extraction-based Turkish news summarizer.,https://pypi.org/project/sadedegel/,45926,husnusensoy,https://pypi.org/user/husnusensoy/
dm-robotics-controllers,Python bindings for dm_robotics/cpp/controllers,https://pypi.org/project/dm-robotics-controllers/,912,dave_barker,https://pypi.org/user/dave_barker/
chungpy,An implementation of Chung's linear-time algorithm for solution of the Maximum Density Segment Problem with extended applications,https://pypi.org/project/chungpy/,6856,corinna,https://pypi.org/user/corinna/
can-j1939,SAE J1939 stack implementation,https://pypi.org/project/can-j1939/,16080,juergenH87,https://pypi.org/user/juergenH87/
damefaces,Detect Gender from an image by David Arroyo Menéndez,https://pypi.org/project/damefaces/,1029,darroyome,https://pypi.org/user/darroyome/
kubeinit,The Kubeinit CLI,https://pypi.org/project/kubeinit/,2762,ccamacho,https://pypi.org/user/ccamacho/
pyvinecopulib,A python interface to vinecopulib,https://pypi.org/project/pyvinecopulib/,49550,vinecopulib,https://pypi.org/user/vinecopulib/
genomeworks-cuda-11-1,NVIDIA genomics python libraries and utiliites,https://pypi.org/project/genomeworks-cuda-11-1/,83536,clara-omics-nvidia,https://pypi.org/user/clara-omics-nvidia/
SPICE-HSI,GatorSense Sparsity Promoting Iterated Constrained Endmembers Toolkit - Python Implementation,https://pypi.org/project/SPICE-HSI/,7641,gatorsense,https://pypi.org/user/gatorsense/
tensorflow-nufft,"A fast, native non-uniform FFT op for TensorFlow.",https://pypi.org/project/tensorflow-nufft/,9710,jmontalt,https://pypi.org/user/jmontalt/
dstrace,Data science workflow automation tool.,https://pypi.org/project/dstrace/,18418,tatchin.a.v,https://pypi.org/user/tatchin.a.v/
datalad-installer,Installation script for Datalad and related components,https://pypi.org/project/datalad-installer/,27693,"jwodder,yarikoptic","https://pypi.org/user/jwodder/,https://pypi.org/user/yarikoptic/"
pypi-cdecimal,Fast arbitrary precision correctly-rounded decimal floating point arithmetic.,https://pypi.org/project/pypi-cdecimal/,11286,glyph,https://pypi.org/user/glyph/
scot,EEG/MEG Source Connectivity Toolbox,https://pypi.org/project/scot/,13152,mbillinger,https://pypi.org/user/mbillinger/
recast-atlas,RECAST for ATLAS at the LHC,https://pypi.org/project/recast-atlas/,23813,"lukasheinrich,matthewfeickert,recast","https://pypi.org/user/lukasheinrich/,https://pypi.org/user/matthewfeickert/,https://pypi.org/user/recast/"
gtfslib,GTFS database library,https://pypi.org/project/gtfslib/,5101,"mhugo,Oslandia","https://pypi.org/user/mhugo/,https://pypi.org/user/Oslandia/"
skicit-cv,Computer Vision library for Python,https://pypi.org/project/skicit-cv/,7510,guillempalou,https://pypi.org/user/guillempalou/
craved,Buddi-CRAVeD,https://pypi.org/project/craved/,24420,"elixir-code,ntn_shrav","https://pypi.org/user/elixir-code/,https://pypi.org/user/ntn_shrav/"
stsci.imagemanip,STScI general image manipulation tools,https://pypi.org/project/stsci.imagemanip/,16452,"stsci_maintainer,stsci_ssb","https://pypi.org/user/stsci_maintainer/,https://pypi.org/user/stsci_ssb/"
ntcir10-math-converter," The NTCIR-10 Math Converter package converts NTCIR-10 Math XHTML dataset and relevance judgements to the NTCIR-11 Math-2, and NTCIR-12 MathIR XHTML5 format.",https://pypi.org/project/ntcir10-math-converter/,29064,witiko,https://pypi.org/user/witiko/
gentex,General Texture Analysis,https://pypi.org/project/gentex/,5651,npann,https://pypi.org/user/npann/
pyabm,Agent-based modeling toolkit,https://pypi.org/project/pyabm/,51386,azvoleff,https://pypi.org/user/azvoleff/
fast_prns,Fast exponentially- and normally-distributed Pseudo Random Number Generator,https://pypi.org/project/fast_prns/,13099,cdmcfarland,https://pypi.org/user/cdmcfarland/
quickgraph,A Python package to view the skeleton of a social graph quickly.,https://pypi.org/project/quickgraph/,12944,Staaar,https://pypi.org/user/Staaar/
Febiss,Tool to ease GIST analysis and display and select FEBISS waters,https://pypi.org/project/Febiss/,1954,PodewitzLab,https://pypi.org/user/PodewitzLab/
onechat,onechat,https://pypi.org/project/onechat/,5453,tockzazazx5,https://pypi.org/user/tockzazazx5/
recombee-api-client,Client for Recombee recommendation API,https://pypi.org/project/recombee-api-client/,171207,recombee,https://pypi.org/user/recombee/
konlp-test,Korean Natural Language Toolkit,https://pypi.org/project/konlp-test/,2257,konltk,https://pypi.org/user/konltk/
methcomp,methcomp: method comparison for clinical chemistry,https://pypi.org/project/methcomp/,3665,wptmdoorn,https://pypi.org/user/wptmdoorn/
clement,GUI for Correlative Light and Electron Microscopy,https://pypi.org/project/clement/,21950,"kartikayyer,TammeWollweber","https://pypi.org/user/kartikayyer/,https://pypi.org/user/TammeWollweber/"
pycuber,Rubik's Cube in Python,https://pypi.org/project/pycuber/,600493,adrianliaw,https://pypi.org/user/adrianliaw/
lpot,Repository of Intel® Low Precision Optimization Tool,https://pypi.org/project/lpot/,14361,suyueche,https://pypi.org/user/suyueche/
archijson,ArchiJSON: A Light Weight Web Data Exchange Format for Architectrual Design,https://pypi.org/project/archijson/,589,amomorning,https://pypi.org/user/amomorning/
dwtls,A library of trainable and fixed discrete wavelet transform layers,https://pypi.org/project/dwtls/,644,tnkmr,https://pypi.org/user/tnkmr/
plbmng,Tool for monitoring PlanetLab network,https://pypi.org/project/plbmng/,48537,"komosny,ogajduse,subaf,xxMAKMAKxx","https://pypi.org/user/komosny/,https://pypi.org/user/ogajduse/,https://pypi.org/user/subaf/,https://pypi.org/user/xxMAKMAKxx/"
neuropsydia,"A Python Module for Creating Experiments, Tasks and Questionnaires.",https://pypi.org/project/neuropsydia/,9906,DominiqueMakowski,https://pypi.org/user/DominiqueMakowski/
autolens,Open-Source Strong Lensing,https://pypi.org/project/autolens/,1157525,"Jammy2211,rhayes777","https://pypi.org/user/Jammy2211/,https://pypi.org/user/rhayes777/"
gamify,Gamified Deep Learning,https://pypi.org/project/gamify/,6070,mikkokotila,https://pypi.org/user/mikkokotila/
fitlins,Fit Linear Models to BIDS Datasets,https://pypi.org/project/fitlins/,31782,cjmarkie,https://pypi.org/user/cjmarkie/
change-finder,An implementation of the algorithm for detecting outliers and change points from time series data.,https://pypi.org/project/change-finder/,24058,nel215,https://pypi.org/user/nel215/
treniformis,Global Fishing Watch vessel lists,https://pypi.org/project/treniformis/,5691,redhog,https://pypi.org/user/redhog/
modestga,Genetic Algorithm minimization,https://pypi.org/project/modestga/,22990,krzysztofarendt,https://pypi.org/user/krzysztofarendt/
uspy,LEEM data analysis (and more...?),https://pypi.org/project/uspy/,178,"lenwevader,schachmett","https://pypi.org/user/lenwevader/,https://pypi.org/user/schachmett/"
onnxruntime-directml,ONNX Runtime is a runtime accelerator for Machine Learning models,https://pypi.org/project/onnxruntime-directml/,574,onnxruntime,https://pypi.org/user/onnxruntime/
ncvue,A minimal GUI for a quick view of netcdf files. Aiming to be a drop-in replacement for ncview and panoply.,https://pypi.org/project/ncvue/,7015,mcuntz,https://pypi.org/user/mcuntz/
bulknlp,Efficient NLP algorithms,https://pypi.org/project/bulknlp/,869,bulknlp,https://pypi.org/user/bulknlp/
knitty,"Reproducible report generation tool via Jupyter, Pandoc and Markdown.",https://pypi.org/project/knitty/,26711,kiwi0fruit,https://pypi.org/user/kiwi0fruit/
gaussianlda,"Implementation of Gaussian LDA topic model, with efficiency tricks",https://pypi.org/project/gaussianlda/,29656,markgw,https://pypi.org/user/markgw/
mhkit,Marine and Hydrokinetic Toolkit,https://pypi.org/project/mhkit/,7748,"kaklise,kmruehl,rpauly,ssolson","https://pypi.org/user/kaklise/,https://pypi.org/user/kmruehl/,https://pypi.org/user/rpauly/,https://pypi.org/user/ssolson/"
XMLBear,'XMLBear' bear for coala (http://coala.rtfd.org/),https://pypi.org/project/XMLBear/,122437,Adrianzatreanu,https://pypi.org/user/Adrianzatreanu/
de406,JPL Planetary and Lunar Ephemeris DE406 for the jplephem package.,https://pypi.org/project/de406/,8567,brandonrhodes,https://pypi.org/user/brandonrhodes/
GeoAlchemy,Using SQLAlchemy with Spatial Databases,https://pypi.org/project/GeoAlchemy/,286242,"erilem,sanjiv","https://pypi.org/user/erilem/,https://pypi.org/user/sanjiv/"
kalenis-lims,Kalenis LIMS & ERP,https://pypi.org/project/kalenis-lims/,9571,slmarro,https://pypi.org/user/slmarro/
pypet,A toolkit for numerical simulations to allow easy parameter exploration and storage of results.,https://pypi.org/project/pypet/,105982,SmokinCaterpillar,https://pypi.org/user/SmokinCaterpillar/
agents,Efficient TensorFlow implementation of reinforcement learning algorithms.,https://pypi.org/project/agents/,50357,danijar,https://pypi.org/user/danijar/
opensesame-plugin-pygaze_roi,ROI analysis plugin for OpenSesame and PyGaze,https://pypi.org/project/opensesame-plugin-pygaze_roi/,5190,smathot,https://pypi.org/user/smathot/
slave,A lightweight python package to simplify the communication with several scientific instruments.,https://pypi.org/project/slave/,13640,marco.halder,https://pypi.org/user/marco.halder/
pandas_degreedays,Pandas degree days,https://pypi.org/project/pandas_degreedays/,23265,scls,https://pypi.org/user/scls/
quanfima,The package for morphological analysis and visualization of fibrous materials.,https://pypi.org/project/quanfima/,6907,rshkarin,https://pypi.org/user/rshkarin/
pymosaics,oda-sparql,https://pypi.org/project/pymosaics/,1932,volodymyrss,https://pypi.org/user/volodymyrss/
find-primes,A module for finding primes and finding factors of big numbers.,https://pypi.org/project/find-primes/,12355,JamesJ,https://pypi.org/user/JamesJ/
swmm-toolkit,OWA SWMM Python Toolkit,https://pypi.org/project/swmm-toolkit/,12017,mtryby,https://pypi.org/user/mtryby/
vixen,View eXtract and aNnotate media,https://pypi.org/project/vixen/,5357,prabhu,https://pypi.org/user/prabhu/
rtlsdr_scanner,A simple spectrum analyser for scanning with a RTL-SDR compatible USB device,https://pypi.org/project/rtlsdr_scanner/,46301,eartoearoak,https://pypi.org/user/eartoearoak/
demuxEM,demuxEM is the demultiplexing module of Pegasus,https://pypi.org/project/demuxEM/,14190,"asmariyaz23,bigbadbo,dragonseyes,jgould","https://pypi.org/user/asmariyaz23/,https://pypi.org/user/bigbadbo/,https://pypi.org/user/dragonseyes/,https://pypi.org/user/jgould/"
pytrics,Python based Qualtrics survey integration,https://pypi.org/project/pytrics/,15580,60Decibels,https://pypi.org/user/60Decibels/
thorlabs-apt-protocol,Functional implementation of the thorlabs APT protocol,https://pypi.org/project/thorlabs-apt-protocol/,6472,"ksunden,untzag","https://pypi.org/user/ksunden/,https://pypi.org/user/untzag/"
gym-video-streamer,Wrapper to live stream OpenAI's gym agents training process from Google Colab to Twitch/YouTube server.,https://pypi.org/project/gym-video-streamer/,1258,dhyeythumar,https://pypi.org/user/dhyeythumar/
kubric,"A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as instance segmentation, depth maps, and optical flow.",https://pypi.org/project/kubric/,437,kubric,https://pypi.org/user/kubric/
aima,"aima -- Artificial Intelligence, A Modern Approach, by Stuart Russell and Peter Norvig",https://pypi.org/project/aima/,52707,hobs,https://pypi.org/user/hobs/
Tensorforce,Tensorforce: a TensorFlow library for applied reinforcement learning,https://pypi.org/project/Tensorforce/,109636,AlexKuhnle,https://pypi.org/user/AlexKuhnle/
versipy,Versatile version and medatada managment across the python packaging ecosystem with git integration,https://pypi.org/project/versipy/,3425,aleg,https://pypi.org/user/aleg/
pyzsf,Model for salt intrusion through shipping locks.,https://pypi.org/project/pyzsf/,6197,"jackvreeken,michieltukker","https://pypi.org/user/jackvreeken/,https://pypi.org/user/michieltukker/"
rnasamba,A tool for computing the coding potential of RNA transcript sequences using deep learning.,https://pypi.org/project/rnasamba/,64818,antoniop.camargo,https://pypi.org/user/antoniop.camargo/
pt-supermarket-scraper,Python library for scraping portuguese supermarkets websites,https://pypi.org/project/pt-supermarket-scraper/,2918,j38600,https://pypi.org/user/j38600/
quantiphyse-asl,Quantiphyse plugin for ASL-MRI data,https://pypi.org/project/quantiphyse-asl/,13102,elczkc,https://pypi.org/user/elczkc/
dicom2jpg,DICOM -> JPG/PNG/BMP/TIFF/ndarray,https://pypi.org/project/dicom2jpg/,11220,ucs198604,https://pypi.org/user/ucs198604/
canine,"A modular, high-performance computing solution to run jobs using SLURM",https://pypi.org/project/canine/,58248,agraubert,https://pypi.org/user/agraubert/
mlpack,"a flexible, fast machine learning library",https://pypi.org/project/mlpack/,71004,"mlpack-travis-worker,rcurtin","https://pypi.org/user/mlpack-travis-worker/,https://pypi.org/user/rcurtin/"
pypfilt,Bootstrap particle filter for epidemic forecasting,https://pypi.org/project/pypfilt/,22495,robmoss,https://pypi.org/user/robmoss/
pyprobar,An easy-to-use and colorful progress bar for python.,https://pypi.org/project/pyprobar/,27695,K.y,https://pypi.org/user/K.y/
tfcoreml,TensorFlow to Core ML converter,https://pypi.org/project/tfcoreml/,260747,tfcoreml,https://pypi.org/user/tfcoreml/
fslgui,fslgui,https://pypi.org/project/fslgui/,7112,thanayik,https://pypi.org/user/thanayik/
libra_py_001_04,Split Linearized Bregman Iteration,https://pypi.org/project/libra_py_001_04/,2684,sxwxiaoxiao,https://pypi.org/user/sxwxiaoxiao/
endaq-ide,"A comprehensive, user-centric Python API for working with enDAQ data and devices",https://pypi.org/project/endaq-ide/,634,MideTechnology,https://pypi.org/user/MideTechnology/
ddsctrl,ddscontroller allow basic handling of AD9912 and AD9915 DDS development board.,https://pypi.org/project/ddsctrl/,5554,bdubois,https://pypi.org/user/bdubois/
autofit,Classy Probabilistic Programming,https://pypi.org/project/autofit/,898987,"Jammy2211,rhayes777","https://pypi.org/user/Jammy2211/,https://pypi.org/user/rhayes777/"
picoraster,Lazy raster band processing,https://pypi.org/project/picoraster/,6521,njwilson23,https://pypi.org/user/njwilson23/
nnet-ts,Neural network architecture for time series forecasting.,https://pypi.org/project/nnet-ts/,44630,Jose.Jimenez,https://pypi.org/user/Jose.Jimenez/
CSSLintBear,'CSSLintBear' bear for coala (http://coala.rtfd.org/),https://pypi.org/project/CSSLintBear/,186633,Adrianzatreanu,https://pypi.org/user/Adrianzatreanu/
